
16,97,160
16,97,161
16,97,161
16,97,161
16,97,161
16,103,164
16,103,164
16,103,164
16,103,164
16,103,164
17,99,167
17,99,167
17,99,167
17,99,167
17,99,167
17,97,164
17,97,164
17,97,164
17,97,164
17,97,164
17,93,166
17,93,166
17,93,166
17,93,166
17,93,166
28,15,232
28,15,232
28,15,232
28,15,232
28,15,232
29,14,219
29,14,219
29,14,219
29,14,219
29,14,219
37,15,135
37,15,134
37,15,134
37,15,134
37,15,134
112,14,71
112,14,71
112,14,71
112,14,71
112,14,71
146,13,74
146,13,74
146,13,74
146,13,74
146,13,74
15,32,165
15,32,166
15,32,166
15,32,166
15,32,166
16,30,173
16,30,173
16,30,173
16,30,173
16,30,173
11,38,183
11,38,183
11,38,183
11,38,183
11,38,183
17,35,172
17,35,172
17,35,172
17,35,172
17,35,172
22,23,163
22,23,163
22,23,163
22,23,163
22,23,163
16,100,154
16,100,154
16,100,154
16,100,154
16,100,154
16,99,155
16,99,155
16,99,155
16,99,155
16,99,155
16,102,149
16,102,149
16,102,149
16,102,149
16,102,149
16,102,143
16,102,143
16,102,143
16,102,143
16,102,143
11,101,124
11,101,124
11,101,124
11,101,124
11,101,124
5,85,102
5,85,102
5,85,102
5,85,102
5,85,102
6,88,128
6,88,128
6,88,128
6,88,128
6,88,128
5,80,125
5,80,125
5,80,125
5,80,125
5,80,125
3,82,130
3,82,130
3,82,130
3,82,130
3,82,130
5,81,138
5,81,138
5,81,138
5,81,138
5,81,138
14,50,135
15,51,135
15,51,135
15,51,135
15,51,135
17,50,169
17,50,169
17,50,169
17,50,169
17,50,169
15,33,137
15,33,137
15,33,137
15,33,137
15,33,137
29,33,142
29,33,142
29,33,142
29,33,142
29,33,142
9,54,126
9,54,126
9,54,126
9,54,126
9,54,126
15,103,140
15,103,141
15,103,141
15,103,141
15,103,141
33,91,108
33,91,108
33,91,108
33,91,108
33,91,108
129,29,34
129,29,34
129,29,34
129,29,34
129,29,34
142,14,124
142,14,124
142,14,124
142,14,124
142,14,124
163,85,94
163,85,94
163,85,94
163,85,94
163,85,94
4,99,71
4,99,71
4,99,71
4,99,71
4,99,71
2,92,65
2,92,65
2,92,65
2,92,65
2,92,65
3,94,59
3,94,59
3,94,59
3,94,59
3,94,59
6,100,73
6,100,73
6,100,73
6,100,73
6,100,73
8,96,105
8,96,105
8,96,105
8,96,105
8,96,105
29,23,138
29,23,139
29,23,139
29,23,139
29,23,139
40,14,89
40,14,89
40,14,89
40,14,89
40,14,89
18,25,143
18,25,143
18,25,143
18,25,143
18,25,143
21,21,117
21,21,117
21,21,117
21,21,117
21,21,117
117,22,76
117,22,76
117,22,76
117,22,76
117,22,76
16,102,160
16,102,160
16,102,160
16,102,160
16,102,160
17,101,161
17,101,161
17,101,161
17,101,161
17,101,161
18,101,165
18,101,165
18,101,165
18,101,165
18,101,165
17,99,164
17,99,164
17,99,164
17,99,164
17,99,164
18,97,164
18,97,164
18,97,164
18,97,164
18,97,164
29,15,232
29,15,232
29,15,232
29,15,232
29,15,232
29,17,219
29,17,219
29,17,219
29,17,219
29,17,219
26,20,132
26,20,132
26,20,132
26,20,132
26,20,132
75,6,70
76,6,70
76,6,70
76,6,70
76,6,70
83,8,71
83,8,71
83,8,71
83,8,71
83,8,71
12,35,165
12,35,165
12,35,165
12,35,165
12,35,165
16,31,174
16,31,174
16,31,174
16,31,174
16,31,174
12,41,185
12,41,185
12,41,185
12,41,185
12,41,185
17,40,175
17,40,175
17,40,175
17,40,175
17,40,175
23,23,162
23,23,162
23,23,162
23,23,162
23,23,162
16,99,152
16,99,152
16,99,152
16,99,152
16,99,152
17,101,154
17,101,154
17,101,154
17,101,154
17,101,154
16,104,149
16,104,149
16,104,149
16,104,149
16,104,149
15,109,136
15,109,136
15,109,136
15,109,136
15,109,136
10,102,119
10,102,119
10,102,119
10,102,119
10,102,119
6,86,100
6,86,100
6,86,100
6,86,100
6,86,100
8,94,131
8,94,131
8,94,131
8,94,131
8,94,131
7,83,128
7,83,128
7,83,128
7,83,128
7,83,128
5,85,129
5,85,129
5,85,129
5,85,129
5,85,129
6,81,137
6,81,137
6,81,137
6,81,137
6,81,137
17,50,133
17,50,133
17,50,133
17,50,133
17,50,133
18,57,171
18,57,171
18,57,171
18,57,171
18,57,171
13,34,137
13,34,137
13,34,137
13,34,137
13,34,137
11,39,142
11,39,142
11,39,142
11,39,142
11,39,142
7,58,126
7,58,126
7,58,126
7,58,126
7,58,126
15,104,139
15,104,139
15,104,139
15,104,139
15,104,139
20,88,106
20,88,106
20,88,106
20,88,106
20,88,106
122,39,35
122,39,35
122,39,35
122,39,35
122,39,35
145,15,126
146,15,126
146,15,126
146,15,126
146,15,126
164,93,92
164,93,92
164,93,92
164,93,92
164,93,92
3,99,72
3,99,72
3,99,72
3,99,72
3,99,72
3,96,65
3,96,65
3,96,65
3,96,65
3,96,65
3,96,58
3,96,58
3,96,58
3,96,58
3,96,58
6,100,72
6,100,72
6,100,72
6,100,72
6,100,72
9,97,103
9,97,103
9,97,103
9,97,103
9,97,103
31,25,137
31,25,137
31,25,137
31,25,137
31,25,137
21,17,88
21,17,88
21,17,88
21,17,88
21,17,88
20,28,143
20,28,143
20,28,143
20,28,143
20,28,143
13,24,118
13,24,118
13,24,118
13,24,118
13,24,118
98,21,75
98,21,75
98,21,75
98,21,75
98,21,75
16,103,160
16,103,161
16,103,161
16,103,161
16,103,161
17,105,162
17,105,162
17,105,162
17,105,162
17,105,162
17,102,165
17,102,165
17,102,165
17,102,165
17,102,165
18,99,164
18,99,164
18,99,164
18,99,164
18,99,164
18,97,164
18,97,164
18,97,164
18,97,164
18,97,164
27,16,232
27,16,233
27,16,233
27,16,233
27,16,233
29,18,217
29,18,217
29,18,217
29,18,217
29,18,217
22,26,129
22,26,128
22,26,128
22,26,128
22,26,128
89,11,71
89,11,70
89,11,70
89,11,70
89,11,70
80,9,71
80,9,71
80,9,71
80,9,71
80,9,71
13,34,164
13,34,165
13,34,165
13,34,165
13,34,165
17,33,175
17,33,175
17,33,175
17,33,175
17,33,175
10,41,185
10,41,185
10,41,185
10,41,185
10,41,185
17,39,174
17,39,174
17,39,174
17,39,174
17,39,174
22,27,163
22,27,163
22,27,163
22,27,163
22,27,163
16,103,153
16,103,153
16,103,153
16,103,153
16,103,153
17,104,155
17,104,155
17,104,155
17,104,155
17,104,155
16,105,149
16,105,149
16,105,149
16,105,149
16,105,149
14,111,137
14,111,137
14,111,137
14,111,137
14,111,137
11,102,117
11,102,117
11,102,117
11,102,117
11,102,117
7,85,100
7,85,100
7,85,100
7,85,100
7,85,100
7,91,129
7,91,129
7,91,129
7,91,129
7,91,129
6,83,128
6,83,128
6,83,128
6,83,128
6,83,128
4,84,129
4,84,129
4,84,129
4,84,129
4,84,129
5,84,138
5,84,138
5,84,138
5,84,138
5,84,138
18,52,133
18,52,134
18,52,134
18,52,134
18,52,134
17,55,171
17,55,171
17,55,171
17,55,171
17,55,171
15,35,136
15,35,136
